"uid","Target Population","Intervention Provider","Discipline","Intervention","Outcome Measures","Research Stage","Target Population Location"
"embase-53031714","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-53122944","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-53133613","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-53170124","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-53299241","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-550362844","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-600158710","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-600220383","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-600242929","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-600506756","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-600737291","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-600989060","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-601207144","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-601909642","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-602166726","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-602334894","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-602681378","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-603453486","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-603574116","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-603622644","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-603768952","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-603837258","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-603878361","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604093741","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604101104","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604267866","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604282118","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604284123","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604373199","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604539049","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604598739","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604749591","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604793869","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-604971245","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605008235","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605009318","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605077994","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605088219","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605180402","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605288268","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605333804","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605506395","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605541498","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605551945","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605586039","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605663411","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605764074","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605787871","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-605793241","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606004788","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606007141","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606073628","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606140147","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606364474","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606486168","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606720618","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606786993","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-606851245","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607158746","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607231954","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607310478","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607324433","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607371439","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607407393","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607408227","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607419188","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607453920","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607566255","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607585915","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607672394","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607726832","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607883713","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607899548","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607959686","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-607967003","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608012725","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608066677","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608104847","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608273578","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608303742","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608493040","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608577077","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608596176","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608745974","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608882947","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608883262","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608938553","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608970580","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-608979193","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-609060046","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-609203519","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-609231060","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-609233455","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-609402407","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-609470915","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-609666022","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-609701090","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610035560","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610065444","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610167649","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610200484","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610207692","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610305521","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610306530","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610362923","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610375102","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610397846","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610397963","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610559807","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610582329","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610627094","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610671161","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610684510","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610819389","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610832047","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610851387","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610868682","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610887870","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610893112","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-610906189","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611023399","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611028307","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611028746","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611052216","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611071305","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611099162","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611108388","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611117628","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611177163","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611288769","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611317472","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611344618","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611350932","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611516465","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611530312","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611538805","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611546745","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611623039","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611668958","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611683711","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611768515","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-611853697","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612000546","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612180909","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612347615","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612350060","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612350196","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612362264","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612371042","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612447272","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612496100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612533036","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612596643","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612633105","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612655837","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612828864","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612833574","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612842213","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612904968","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612952910","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612954728","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612970615","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-612974391","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613123883","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613127195","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613127574","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613132518","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613149214","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613180159","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613212861","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613243957","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613249998","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613295379","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613481186","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613549416","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613584140","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613604451","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613605987","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613607615","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613707523","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613778952","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613783035","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613868600","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613901518","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613903289","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613913705","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-613958073","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-614014774","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-614015502","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-614119725","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-614133811","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"embase-614167783","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
